Year,Geno,Row,Plant,WR,Root,Ratio,ai2,bi2,ao,bo,MajorD,MinorD,MajorThicc2,MinorThicc2,K,BL,UL,MOI,E_MPa,E_GPa,MOI_AH,E_GPa_AH,MajorD_AH,MajorD_cm,MinorD_AH,MajorT_AH,MinorT_AH
2019,Hickory King,1327,3,BWR,2,0.788172,0.313,2.246,1.095,3.184,6.368,2.19,0.938,0.782,175.86617,18.33938,21.60061,3.283260168,5482.549159,5.482549159,3.283260168,5.482549159,6.368,0.6368,2.19,0.938,0.782
2019,Hickory King,1327,5,BWR,2,0.41849,0.389,1.456,1.295,2.282,4.564,2.59,0.826,0.906,109.08993,19.17851,19.47686,3.892376364,2868.635464,2.868635464,3.892376364,2.868635464,4.564,0.4564,2.59,0.826,0.906
2019,Hickory King,1327,5,BWR,3,0.41849,0.19,1.229,1.146,2.312,4.624,2.292,1.083,0.956,56.09928,9.06545,12.49342,2.732949231,2101.025145,2.101025145,2.732949231,2.101025145,4.624,0.4624,2.292,1.083,0.956
2019,Hickory King,1327,6,BWR,1,0.698179,0.272,1.446,0.918,2.133,4.266,1.836,0.687,0.646,150.70327,13.84119,17.82803,1.296011277,11901.98565,11.90198565,1.296011277,11.90198565,4.266,0.4266,1.836,0.687,0.646
2019,Hickory King,1327,6,BWR,2,0.698179,0.211,1.327,1.291,2.19,4.38,2.582,0.863,1.08,201.11998,20.54455,27.18504,3.700945784,5562.218189,5.562218189,3.700945784,5.562218189,4.38,0.438,2.582,0.863,1.08
2019,Hickory King,1327,6,BWR,3,0.698179,0.336,1.377,1.201,2.381,4.762,2.402,1.004,0.865,187.77811,12.65886,23.2453,3.239502347,5932.970533,5.932970533,3.239502347,5.932970533,4.762,0.4762,2.402,1.004,0.865
2019,Hickory King,1327,6,BWR,4,0.698179,0.288,1.261,0.989,2.129,4.258,1.978,0.868,0.701,202.76896,17.89352,21.88733,1.617537722,12830.76595,12.83076595,1.617537722,12.83076595,4.258,0.4258,1.978,0.868,0.701
2019,Hickory King,1350,1,BWR,1,0.340765,1.076,1.58,2.265,2.914,5.828,4.53,1.334,1.189,512.3821,22.7283,33.54305,26.59402348,1972.038676,1.972038676,26.59402348,1.972038676,5.828,0.5828,4.53,1.334,1.189
2019,Hickory King,1350,1,BWR,2,0.340765,1.179,1.629,2.209,2.949,5.898,4.418,1.32,1.03,169.39544,9.36521,19.89701,24.96616299,694.4731196,0.69447312,24.96616299,0.69447312,5.898,0.5898,4.418,1.32,1.03
2019,Hickory King,1350,2,BWR,1,0.64906,0.657,1.386,1.471,2.641,5.282,2.942,1.255,0.814,328.30646,16.34236,31.48504,6.60231591,5089.658626,5.089658626,6.60231591,5.089658626,5.282,0.5282,2.942,1.255,0.814
2019,Hickory King,1350,2,BWR,2,0.64906,0.197,1.594,1,2.389,4.778,2,0.795,0.803,242.59411,18.18157,23.06825,1.876316212,13233.65316,13.23365316,1.876316212,13.23365316,4.778,0.4778,2,0.795,0.803
2019,Hickory King,1350,3,BWR,1,0.56217,0.335,1.794,1.104,2.781,5.562,2.208,0.987,0.769,494.55887,37.19844,37.94187,2.938989878,17223.65952,17.22365952,2.938989878,17.22365952,5.562,0.5562,2.208,0.987,0.769
2019,Hickory King,1350,3,BWR,2,0.56217,0.166,1.445,0.751,2.126,4.252,1.502,0.681,0.585,299.4529,22.18967,23.57051,0.707249994,43337.22487,43.33722487,0.707249994,43.33722487,4.252,0.4252,1.502,0.681,0.585
2019,Hickory King,1350,3,BWR,3,0.56217,0.155,1.82,0.739,2.374,4.748,1.478,0.554,0.584,329.1288,31.4011,32.83759,0.752495507,44767.98032,44.76798032,0.752495507,44.76798032,4.748,0.4748,1.478,0.554,0.584
2019,Hickory King,1350,3,BWR,4,0.56217,0.179,1.428,1.305,2.72,5.44,2.61,1.292,1.126,371.84529,43.86577,51.31102,4.74777709,8016.365147,8.016365147,4.74777709,8.016365147,5.44,0.544,2.61,1.292,1.126
2019,Hickory King,1350,4,BWR,1,0.805237,1.298,1.442,2.555,2.982,5.964,5.11,1.54,1.257,495.66379,17.84106,31.39482,39.06341738,1298.740806,1.298740806,39.06341738,1.298740806,5.964,0.5964,5.11,1.54,1.257
2019,Hickory King,1350,4,BWR,2,0.805237,1.159,1.478,2.804,2.894,5.788,5.608,1.416,1.645,304.89419,17.40435,37.34212,50.10977308,622.7765329,0.622776533,50.10977308,0.622776533,5.788,0.5788,5.608,1.416,1.645
2019,Hickory King,1350,6,BWR,1,0.657817,0.795,1.443,1.746,2.144,4.288,3.492,0.701,0.951,478.99281,31.73112,34.464,8.962875844,5469.997662,5.469997662,8.962875844,5.469997662,4.288,0.4288,3.492,0.701,0.951
2019,Hickory King,1350,6,BWR,2,0.657817,0.638,1.797,1.339,2.82,5.64,2.678,1.023,0.701,456.13804,16.40204,28.23366,5.317172142,8780.537421,8.780537421,5.317172142,8.780537421,5.64,0.564,2.678,1.023,0.701
2019,Hickory King,1350,6,BWR,3,0.657817,0.316,1.386,1.089,2.451,4.902,2.178,1.065,0.773,231.45404,20.97662,29.90357,2.486089915,9529.134582,9.529134582,2.486089915,9.529134582,4.902,0.4902,2.178,1.065,0.773
2019,Hickory King,1350,7,BWR,1,0.484431,0.666,1.025,1.54,1.843,3.686,3.08,0.818,0.874,201.0366,22.12509,22.12509,5.28661129,3892.272863,3.892272863,5.28661129,3.892272863,3.686,0.3686,3.08,0.818,0.874
2019,Hickory King,1350,7,BWR,2,0.484431,0.582,0.969,1.094,2.145,4.29,2.188,1.176,0.512,215.45592,17.33342,18.5911,2.205815296,9997.578306,9.997578306,2.205815296,9.997578306,4.29,0.429,2.188,1.176,0.512
2019,Hickory King,1350,7,BWR,3,0.484431,0.854,1.208,1.753,2.866,5.732,3.506,1.658,0.899,382.86788,14.47744,33.36139,12.12583951,3231.786367,3.231786367,12.12583951,3.231786367,5.732,0.5732,3.506,1.658,0.899
2019,Hickory King,1350,7,BWR,4,0.484431,0.259,0.405,0.838,0.97,1.94,1.676,0.565,0.579,108.73116,8.14994,8.45913,0.448325737,24823.66356,24.82366356,0.448325737,24.82366356,1.94,0.194,1.676,0.565,0.579
2019,Hickory King,1367,1,BWR,1,0.783057,1.126,1.457,2.149,2.557,5.114,4.298,1.1,1.023,105.61124,13.94925,19.87807,19.93103519,542.3577029,0.542357703,19.93103519,0.542357703,5.114,0.5114,4.298,1.1,1.023
2019,Hickory King,1367,2,BWR,1,0.648131,0.12,1.32,0.926,2.044,4.088,1.852,0.724,0.806,211.03779,17.27396,11.71518,1.274687517,16945.79796,16.94579796,1.274687517,16.94579796,4.088,0.4088,1.852,0.724,0.806
2019,Hickory King,1367,2,BWR,2,0.648131,0.093,1.155,0.674,1.781,3.562,1.348,0.626,0.581,143.35822,7.4428,11.71518,0.428285618,34260.57411,34.26057411,0.428285618,34.26057411,3.562,0.3562,1.348,0.626,0.581
2019,Hickory King,1367,3,BWR,1,0.835768,0.22,1.378,0.805,2.159,4.318,1.61,0.781,0.585,162.37829,8.45853,12.863,0.884565842,18788.98525,18.78898525,0.884565842,18.78898525,4.318,0.4318,1.61,0.781,0.585
2019,Hickory King,1367,3,BWR,2,0.835768,0.156,1.126,0.669,1.656,3.312,1.338,0.53,0.513,125.66406,2.74102,11.10271,0.389429249,33028.43886,33.02843886,0.389429249,33.02843886,3.312,0.3312,1.338,0.53,0.513
2019,Hickory King,1367,3,BWR,3,0.835768,0.245,1.221,0.739,1.976,3.952,1.478,0.755,0.494,127.60414,6.04033,11.53137,0.626339984,20852.59723,20.85259723,0.626339984,20.85259723,3.952,0.3952,1.478,0.755,0.494
2019,Hickory King,1367,3,BWR,4,0.835768,0.098,0.57,0.582,1.026,2.052,1.164,0.456,0.484,45.91071,0.73991,3.28445,0.158856941,29581.03326,29.58103326,0.158856941,29.58103326,2.052,0.2052,1.164,0.456,0.484
2019,Hickory King,1367,4,BWR,1,0.626092,1.132,1.564,2.221,2.285,4.57,4.442,0.721,1.089,132.00032,10.86445,21.48816,19.66173151,687.1613898,0.68716139,19.66173151,0.68716139,4.57,0.457,4.442,0.721,1.089
2019,Hickory King,1367,4,BWR,3,0.626092,0.552,1.713,1.317,2.575,5.15,2.634,0.862,0.765,204.3598,11.85206,15.3869,4.619813458,4527.688666,4.527688666,4.619813458,4.527688666,5.15,0.515,2.634,0.862,0.765
2019,Hickory King,1367,5,BWR,1,0.966861,0.65,1.224,1.231,2.226,4.452,2.462,1.002,0.581,147.61266,11.39823,16.1408,3.261288358,4632.761395,4.632761395,3.261288358,4.632761395,4.452,0.4452,2.462,1.002,0.581
2019,Hickory King,1367,5,BWR,2,0.966861,0.308,0.77,1.368,1.895,3.79,2.736,1.125,1.06,82.04674,8.17188,13.09453,3.810284357,2203.989233,2.203989233,3.810284357,2.203989233,3.79,0.379,2.736,1.125,1.06
2019,Hickory King,1367,7,BWR,1,0.756286,1.96,2.315,3.096,3.251,6.502,6.192,0.936,1.136,257.19321,32.12816,38.67086,75.77216685,347.4204022,0.347420402,75.77216685,0.347420402,6.502,0.6502,6.192,0.936,1.136
2019,GT112,1323,6,BWR,1,0.335138,0.253,1.382,1.012,2.355,4.71,2.024,0.973,0.759,342.61063,22.77501,32.32091,1.91700096,18292.9619,18.2929619,1.91700096,18.2929619,4.71,0.471,2.024,0.973,0.759
2019,GT112,1326,1,BWR,1,0.637695,0.374,1.174,1.097,1.77,3.54,2.194,0.596,0.723,193.41308,11.08252,18.33387,1.835198436,10787.19022,10.78719022,1.835198436,10.78719022,3.54,0.354,2.194,0.596,0.723
2019,GT112,1326,6,BWR,1,0.373029,0.916,1.755,1.603,2.667,5.334,3.206,0.912,0.687,113.88016,12.30416,15.17919,8.62806611,1350.952662,1.350952662,8.62806611,1.350952662,5.334,0.5334,3.206,0.912,0.687
2019,GT112,1326,8,BWR,1,0.67702,0.486,0.841,0.848,1.502,3.004,1.696,0.661,0.362,202.34034,13.99218,19.88474,0.719361798,28789.93149,28.78993149,0.719361798,28.78993149,3.004,0.3004,1.696,0.661,0.362
2019,GT112,1326,8,BWR,2,0.67702,0.567,0.907,1.244,1.799,3.598,2.488,0.892,0.677,195.85288,10.9108,15.09798,2.720083185,7369.759289,7.369759289,2.720083185,7.369759289,3.598,0.3598,2.488,0.892,0.677
2019,GT112,1326,8,BWR,4,0.67702,0.877,2.103,1.554,2.758,5.516,3.108,0.655,0.677,437.16704,30.00361,43.70494,8.12900118,5504.473069,5.504473069,8.12900118,5.504473069,5.516,0.5516,3.108,0.655,0.677
2019,GT112,1354,1,BWR,1,0.694802,0.702,2.166,1.637,3,6,3.274,0.834,0.935,364.03102,22.28673,33.59737,10.33611123,3604.846238,3.604846238,10.33611123,3.604846238,6,0.6,3.274,0.834,0.935
2019,GT112,1354,1,BWR,2,0.694802,0.863,2.155,2.066,3.105,6.21,4.132,0.95,1.203,272.01081,22.18618,35.28818,21.50514808,1294.640691,1.294640691,21.50514808,1.294640691,6.21,0.621,4.132,0.95,1.203
2019,GT112,1354,1,BWR,3,0.694802,0.864,2.179,2.038,3.469,6.938,4.076,1.29,1.174,393.76295,35.81853,53.89529,23.06251788,1747.566281,1.747566281,23.06251788,1.747566281,6.938,0.6938,4.076,1.29,1.174
2019,GT112,1354,2,BWR,1,0.514287,1.244,1.726,2.186,2.6,5.2,4.372,0.874,0.942,366.55847,32.11811,36.07948,21.33112213,1758.875436,1.758875436,21.33112213,1.758875436,5.2,0.52,4.372,0.874,0.942
2019,GT112,1354,2,BWR,2,0.514287,0.982,2.038,1.763,2.749,5.498,3.526,0.711,0.781,342.78138,17.62579,41.21235,11.83100283,2965.522282,2.965522282,11.83100283,2.965522282,5.498,0.5498,3.526,0.711,0.781
2019,GT112,1354,2,BWR,3,0.514287,0.829,2.062,1.741,2.872,5.744,3.482,0.81,0.912,320.34575,33.06527,48.15988,11.9033891,2754.570316,2.754570316,11.9033891,2.754570316,5.744,0.5744,3.482,0.81,0.912
2019,GT112,1354,4,BWR,1,0.460414,0.439,0.768,0.933,1.644,3.288,1.866,0.876,0.494,243.10241,9.14911,13.38717,1.048664644,23727.83782,23.72783782,1.048664644,23.72783782,3.288,0.3288,1.866,0.876,0.494
2019,GT112,1394,4,BWR,1,0.623563,0.594,1.598,1.304,2.328,4.656,2.608,0.73,0.71,415.55298,23.49467,28.09194,4.054204315,10491.2273,10.4912273,4.054204315,10.4912273,4.656,0.4656,2.608,0.73,0.71
2019,GT112,1394,4,BWR,2,0.623563,0.375,0.888,0.986,1.712,3.424,1.972,0.824,0.611,206.47781,8.99832,11.7302,1.288915322,16396.62731,16.39662731,1.288915322,16.39662731,3.424,0.3424,1.972,0.824,0.611
2019,GT112,1394,5,BWR,1,0.605724,0.456,1.595,1.389,2.537,5.074,2.778,0.942,0.933,340.82424,15.1617,25.41558,5.339702804,6533.094134,6.533094134,5.339702804,6.533094134,5.074,0.5074,2.778,0.942,0.933
2019,GT112,1394,5,BWR,2,0.605724,0.283,1.638,1.418,2.476,4.952,2.836,0.838,1.135,189.22967,8.66142,27.58773,5.544587152,3493.216835,3.493216835,5.544587152,3.493216835,4.952,0.4952,2.836,0.838,1.135
2019,Ky21,1286,1,BWR,1,0.871418,0.849,1.23,1.636,1.893,3.786,3.272,0.663,0.787,283.86434,16.87146,29.56669,6.510140977,4462.990597,4.462990597,6.510140977,4.462990597,3.786,0.3786,3.272,0.663,0.787
2019,Ky21,1286,1,BWR,2,0.871418,1.375,1.594,2.134,2.247,4.494,4.268,0.653,0.759,284.69455,15.42518,18.28419,17.15047683,1699.059082,1.699059082,17.15047683,1.699059082,4.494,0.4494,4.268,0.653,0.759
2019,Ky21,1286,1,BWR,3,0.871418,1.03,1.442,1.591,1.885,3.77,3.182,0.443,0.561,330.6803,19.68761,22.56115,5.962271864,5676.780145,5.676780145,5.962271864,5.676780145,3.77,0.377,3.182,0.443,0.561
2019,Ky21,1286,7,BWR,1,0.893609,0.252,1.173,0.602,1.594,3.188,1.204,0.421,0.35,357.84576,16.52588,16.52588,0.27312891,134101.5292,134.1015292,0.27312891,134.1015292,3.188,0.3188,1.204,0.421,0.35
2019,Ky21,1286,7,BWR,2,0.893609,0.287,0.938,0.927,1.865,3.73,1.854,0.927,0.64,153.60726,5.63181,5.63181,1.166830896,13474.39732,13.47439732,1.166830896,13.47439732,3.73,0.373,1.854,0.927,0.64
2019,Ky21,1303,2,BWR,1,0.929521,1.175,1.648,1.96,3.043,6.086,3.92,1.395,0.785,367.15402,28.48056,41.59313,17.99533964,2088.304223,2.088304223,17.99533964,2.088304223,6.086,0.6086,3.92,1.395,0.785
2019,Ky21,1303,2,BWR,2,0.929521,1.255,1.273,1.86,2.088,4.176,3.72,0.815,0.605,313.70983,18.70023,19.75039,10.55259349,3042.807274,3.042807274,10.55259349,3.042807274,4.176,0.4176,3.72,0.815,0.605
2019,Ky21,1303,3,BWR,1,0.709226,1.467,1.675,2.442,2.724,5.448,4.884,1.049,0.975,306.95342,35.04152,35.11796,31.15544534,1008.426013,1.008426013,31.15544534,1.008426013,5.448,0.5448,4.884,1.049,0.975
2019,Ky21,1303,3,BWR,2,0.709226,0.369,1.129,1.125,2.003,4.006,2.25,0.874,0.756,301.19967,33.45491,33.71416,2.239898805,13763.58662,13.76358662,2.239898805,13.76358662,4.006,0.4006,2.25,0.874,0.756
2019,Ky21,1303,3,BWR,3,0.709226,0.765,1.497,1.918,2.358,4.716,3.836,0.861,1.153,454.64881,42.24252,42.24252,13.0671083,3561.246987,3.561246987,13.0671083,3.561246987,4.716,0.4716,3.836,0.861,1.153
2019,Ky21,1303,8,BWR,1,0.846427,1.293,2.021,2.166,3.066,6.132,4.332,1.045,0.873,407.49469,25.60877,36.55323,24.47019266,1704.472866,1.704472866,24.47019266,1.704472866,6.132,0.6132,4.332,1.045,0.873
2019,Ky21,1303,8,BWR,2,0.846427,1.274,1.48,1.979,2.478,4.956,3.958,0.998,0.705,184.03486,21.89464,21.93697,15.08441826,1248.75447,1.24875447,15.08441826,1.24875447,4.956,0.4956,3.958,0.998,0.705
2019,Ky21,1340,1,BWR,1,1.022064,1.32,1.665,1.905,2.252,4.504,3.81,0.587,0.585,189.8238,28.75354,29.08714,12.22765587,1588.960065,1.588960065,12.22765587,1.588960065,4.504,0.4504,3.81,0.587,0.585
2019,Ky21,1340,1,BWR,2,1.022064,1.021,1.635,1.808,2.555,5.11,3.616,0.92,0.787,413.76682,57.11037,59.84642,11.85976447,3570.96114,3.57096114,11.85976447,3.57096114,5.11,0.511,3.616,0.92,0.787
2019,Ky21,1340,2,BWR,1,0.854536,0.496,1.656,1.4,2.63,5.26,2.8,0.974,0.904,321.35616,27.34404,27.78198,5.667998634,5803.131596,5.803131596,5.667998634,5.803131596,5.26,0.526,2.8,0.974,0.904
2019,Ky21,1340,8,BWR,2,0.638477,0.258,1.338,1.11,1.901,3.802,2.22,0.563,0.852,659.86804,54.16528,54.16528,2.041930399,33076.66284,33.07666284,2.041930399,33.07666284,3.802,0.3802,2.22,0.563,0.852
2019,Ky21,1340,8,BWR,3,0.638477,0.282,1.528,1.189,2.518,5.036,2.378,0.99,0.907,562.54838,37.28245,37.28245,3.324230815,17321.05075,17.32105075,3.324230815,17.32105075,5.036,0.5036,2.378,0.99,0.907
2019,Ky21,1340,9,BWR,2,0.692669,0.441,1.604,1.223,2.54,5.08,2.446,0.936,0.782,371.35811,41.36478,41.36478,3.649244558,10415.86807,10.41586807,3.649244558,10.41586807,5.08,0.508,2.446,0.936,0.782
2019,Ky21,1340,9,BWR,3,0.692669,1.427,1.579,1.929,2.117,4.234,3.858,0.538,0.502,475.57078,25.1951,27.15495,11.93458776,4078.620214,4.078620214,11.93458776,4.078620214,4.234,0.4234,3.858,0.538,0.502
2019,Ky21,1340,11,BWR,2,0.634385,0.798,1.324,1.677,2.269,4.538,3.354,0.945,0.879,389.4324,44.8266,45.14057,8.404726104,4742.5732,4.7425732,8.404726104,4.7425732,4.538,0.4538,3.354,0.945,0.879
2019,LH252,1261,1,BWR,1,0.770744,0.745,0.979,1.713,1.875,3.75,3.426,0.896,0.968,700.65924,26.97025,36.83073,7.40224137,9688.334795,9.688334795,7.40224137,9.688334795,3.75,0.375,3.426,0.896,0.968
2019,LH252,1261,1,BWR,2,0.770744,0.532,0.775,1.234,1.628,3.256,2.468,0.853,0.702,472.16959,13.1666,27.83169,2.402645853,20114.71015,20.11471015,2.402645853,20.11471015,3.256,0.3256,2.468,0.853,0.702
2019,LH252,1261,1,BWR,3,0.770744,0.557,0.805,1.238,1.672,3.344,2.476,0.867,0.681,476.13775,18.64871,25.18098,2.491656031,19559.15343,19.55915343,2.491656031,19.55915343,3.344,0.3344,2.476,0.867,0.681
2019,LH252,1261,1,BWR,4,0.770744,0.419,0.627,1.286,1.438,2.876,2.572,0.811,0.867,335.66561,15.8707,22.89171,2.401992645,14303.44671,14.30344671,2.401992645,14.30344671,2.876,0.2876,2.572,0.811,0.867
2019,LH252,1261,2,BWR,1,0.55806576,1.038,1.083,2.293,2.335,4.67,4.586,1.252,1.255,892.11962,23.73013,49.73959,22.11000956,4129.901437,4.129901437,22.11000956,4.129901437,4.67,0.467,4.586,1.252,1.255
2019,LH252,1261,2,BWR,2,0.55806576,0.838,1.017,2.127,2.358,4.716,4.254,1.341,1.289,772.43373,47.63176,51.98667,17.82116749,4436.399063,4.436399063,17.82116749,4.436399063,4.716,0.4716,4.254,1.341,1.289
2019,LH252,1261,5,BWR,1,0.469159,0.551,0.744,1.844,1.977,3.954,3.688,1.233,1.293,1547.66299,83.97237,84.00336,9.735971655,16270.56459,16.27056459,9.735971655,16.27056459,3.954,0.3954,3.688,1.233,1.293
2019,LH252,1339,1,BWR,1,0.291448,0.77,1.089,2.022,2.295,4.59,4.044,1.206,1.252,848.20863,47.07508,49.32323,14.90102094,5826.291221,5.826291221,14.90102094,5.826291221,4.59,0.459,4.044,1.206,1.252
2019,LH252,1339,1,BWR,2,0.291448,0.803,1.082,1.7747,2.059,4.118,3.5494,0.977,0.9717,761.03561,18.81979,35.63999,9.039014351,8617.661467,8.617661467,9.039014351,8.617661467,4.118,0.4118,3.5494,0.977,0.9717
2019,LH252,1339,2,BWR,1,0.562376,0.695,0.849,1.564,1.802,3.604,3.128,0.953,0.869,234.49065,15.0268,26.87388,5.414457064,4432.779647,4.432779647,5.414457064,4.432779647,3.604,0.3604,3.128,0.953,0.869
2019,LH252,1339,2,BWR,2,0.562376,0.43,0.761,1.274,1.605,3.21,2.548,0.844,0.844,443.42014,16.17239,32.10287,2.606592865,17411.96315,17.41196315,2.606592865,17.41196315,3.21,0.321,2.548,0.844,0.844
2019,LH252,1339,2,BWR,4,0.562376,0.76,0.821,1.816,1.907,3.814,3.632,1.086,1.056,823.77708,54.22366,67.14416,8.969910442,9399.984212,9.399984212,8.969910442,9.399984212,3.814,0.3814,3.632,1.086,1.056
2019,LH252,1364,1,BWR,1,0.313246,0.454,0.742,1.621,1.725,3.45,3.242,0.983,1.167,578.67811,50.46837,50.96047,5.770693728,10263.95066,10.26395066,5.770693728,10.26395066,3.45,0.345,3.242,0.983,1.167
